No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Player-additional
23,Arian Foster,26,RB,16,16,227,6-1,Tennessee,8/24/1986,3,10,,FostAr00
66,Andrew Gardner,26,T,3,0,304,6-7,Georgia Tech,4/4/1986,3,0,Miami Dolphins / 6th / 181st pick / 2009,GardAn20
88,Garrett Graham,26,TE,15,9,245,6-3,Wisconsin,8/4/1986,2,2,Houston Texans / 4th / 118th pick / 2010,GrahGa00
17,Shayne Graham,35,K,16,0,210,6-0,Virginia Tech,12/9/1977,11,3,,grahasha01
43,Jonathan Grimes,23,RB,6,0,207,5-10,William & Mary,12/21/1989,Rook,0,,GrimJo01
26,Brandon Harris,22,DB,8,0,195,5-11,Miami (FL),1/24/1990,1,1,Houston Texans / 2nd / 60th pick / 2011,HarrBr00
68,Ryan Harris,27,T,16,2,299,6-5,Notre Dame,3/11/1985,5,2,Denver Broncos / 3rd / 70th pick / 2007,HarrRy20
16,Trindon Holliday,26,WR,5,0,162,5-5,LSU,4/27/1986,1,0,Houston Texans / 6th / 197th pick / 2010,HollTr00
25,Kareem Jackson,24,DB,16,15,183,5-10,Alabama,4/10/1988,2,7,Houston Texans / 1st / 20th pick / 2010,JackKa99
53,Bradie James,31,LB,15,15,240,6-2,LSU,1/17/1981,9,8,Dallas Cowboys / 4th / 103rd pick / 2003,JameBr20
96,Tim Jamison,26,DE,6,0,263,6-3,Michigan,2/26/1986,3,1,,JamiTi99
18,Lestar Jean,24,WR,14,1,215,6-3,Florida Atlantic,2/5/1988,1,1,,JeanLe01
80,Andre Johnson,31,WR,16,16,229,6-3,Miami (FL),7/11/1981,9,13,Houston Texans / 1st / 3rd pick / 2003,JohnAn02
60,Ben Jones,23,C,16,10,308,6-3,Georgia,7/2/1989,Rook,5,Houston Texans / 4th / 99th pick / 2012,JoneBe01
5,Donnie Jones,32,P,16,0,221,6-2,LSU,7/5/1980,8,3,Seattle Seahawks / 7th / 224th pick / 2004,JoneDo21
24,Johnathan Joseph,28,DB,14,14,186,5-11,South Carolina,4/16/1984,6,10,Cincinnati Bengals / 1st / 24th pick / 2006,JoseJo20
31,Shiloh Keo,25,DB,16,0,223,5-11,Idaho,12/17/1987,1,1,Houston Texans / 5th / 144th pick / 2011,KeoxSh00
38,Danieal Manning,30,DB,16,16,212,5-11,Abilene Christian,8/9/1982,6,7,Chicago Bears / 2nd / 42nd pick / 2006,MannDa21
82,Keshawn Martin,22,WR,16,1,190,5-10,Michigan St.,3/15/1990,Rook,1,Houston Texans / 4th / 121st pick / 2012,MartKe01
21,Brice McCain,26,DB,12,2,190,5-9,Utah,12/10/1986,3,2,Houston Texans / 6th / 188th pick / 2009,McCaBr99
97,Terrell McClain,24,DL,3,0,300,6-2,South Florida,7/20/1988,1,0,Carolina Panthers / 3rd / 65th pick / 2011,McClTe00
59,Whitney Mercilus,22,DE,16,4,258,6-4,Illinois,7/21/1990,Rook,3,Houston Texans / 1st / 26th pick / 2012,MercWh00
92,Earl Mitchell,25,DT,16,3,310,6-3,Arizona,9/25/1987,2,3,Houston Texans / 3rd / 81st pick / 2010,MitcEa99
55,Chris Myers,31,G,16,16,286,6-4,Miami (FL),9/15/1981,7,9,Denver Broncos / 6th / 200th pick / 2005,MyerCh20
57,Jesse Nading,27,DE,16,0,258,6-5,Colorado St.,7/3/1985,4,1,,NadiJe00
75,Derek Newton,25,T,14,14,315,6-6,Arkansas St.,11/16/1987,1,6,Houston Texans / 7th / 214th pick / 2011,NewtDe00
33,Troy Nolan,26,DB,4,1,206,6-1,Arizona St.,9/7/1986,3,1,Houston Texans / 7th / 223rd pick / 2009,NolaTr99
35,Eddie Pleasant,24,SS,2,0,210,5-10,Oregon,12/17/1988,Rook,0,,PleaEd00
11,DeVier Posey,22,WR,11,0,214,6-1,Ohio St.,3/15/1990,Rook,1,Houston Texans / 3rd / 68th pick / 2012,PoseDe00
29,Glover Quin,26,DB,16,16,207,6-0,New Mexico,1/15/1986,3,7,Houston Texans / 4th / 112th pick / 2009,QuinGl99
58,Brooks Reed,25,DL,12,12,254,6-3,Arizona,2/28/1987,1,5,Houston Texans / 2nd / 42nd pick / 2011,ReedBr00
30,Stanford Routt,29,DB,2,0,195,6-1,Houston,7/23/1983,7,0,Oakland Raiders / 2nd / 38th pick / 2005,RoutSt20
54,Barrett Ruud,29,LB,9,1,241,6-2,Nebraska,5/20/1983,7,1,Tampa Bay Buccaneers / 2nd / 36th pick / 2005,RuudBa20
8,Matt Schaub,31,QB,16,16,245,6-6,Virginia,6/25/1981,8,11,Atlanta Falcons / 3rd / 90th pick / 2004,SchaMa00
51,Darryl Sharpton,24,LB,7,5,229,6-0,Miami (FL),1/1/1988,2,3,Houston Texans / 4th / 102nd pick / 2010,SharDa01
94,Antonio Smith,31,DE,16,16,290,6-3,Oklahoma St.,10/21/1981,8,8,Arizona Cardinals / 5th / 135th pick / 2004,SmitAn22
74,Wade Smith,31,T,16,16,295,6-4,Memphis,4/26/1981,9,9,Miami Dolphins / 3rd / 78th pick / 2003,SmitWa21
44,Ben Tate,24,RB,11,0,214,5-11,Auburn,8/21/1988,1,2,Houston Texans / 2nd / 58th pick / 2010,TateBe00
83,Kevin Walter,31,WR,16,14,216,6-3,East. Michigan,8/4/1981,9,4,New York Giants / 7th / 255th pick / 2003,WaltKe00
99,J.J. Watt,23,DE,16,16,288,6-5,Central MichiganWisconsin,3/22/1989,1,19,Houston Texans / 1st / 11th pick / 2011,WattJ.00
46,Jon Weeks,26,C,16,0,242,5-10,Baylor,2/17/1986,2,1,,WeekJo00
13,T.J. Yates,25,QB,4,0,215,6-4,North Carolina,5/28/1987,1,0,Houston Texans / 5th / 152nd pick / 2011,YateT.00
,Team Total,26.4,,16,,241.5,6-1.8,,,3.4,,,-9999
