No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Player-additional
70,Dakota Dozier,25,OT,13,2,312,6-4,Furman,4/30/1991,2,1,New York Jets / 4th / 137th pick / 2014,DoziDa00
4,Lac Edwards,24,P,16,0,209,6-4,Sam Houston St.,4/27/1992,Rook,1,New York Jets / 7th / 235th pick / 2016,EdwaLa01
81,Quincy Enunwa,24,WR,16,13,225,6-2,Nebraska,5/31/1992,2,6,New York Jets / 6th / 209th pick / 2014,EnunQu00
14,Ryan Fitzpatrick,34,QB,14,11,221,6-2,Harvard,11/24/1982,11,5,St. Louis Rams / 7th / 250th pick / 2005,FitzRy00
2,Nick Folk,32,K,16,0,222,6-1,Arizona,11/5/1984,9,3,Dallas Cowboys / 6th / 178th pick / 2007,FolkNi20
22,Matt Forte,31,RB,14,13,221,6-1,Tulane,12/10/1985,8,5,Chicago Bears / 2nd / 44th pick / 2008,FortMa00
68,Breno Giacomini,31,G,5,5,320,6-7,Louisville,9/27/1985,8,2,Green Bay Packers / 5th / 150th pick / 2008,GiacBr20
21,Marcus Gilchrist,28,DB,13,13,200,5-10,Clemson,12/8/1988,5,5,San Diego Chargers / 2nd / 50th pick / 2011,GilcMa00
52,David Harris,32,LB,15,15,250,6-2,Michigan,1/21/1984,9,7,New York Jets / 2nd / 47th pick / 2007,HarrDa99
58,Erin Henderson,30,MLB,5,4,242,6-3,Maryland,7/1/1986,8,2,,HendEr99
43,Julian Howsare,24,FB,2,0,255,6-3,Clarion,9/11/1992,Rook,0,,HowsJu00
71,Ben Ijalana,27,OL,16,13,322,6-4,Villanova,8/6/1989,5,5,Indianapolis Colts / 2nd / 49th pick / 2011,IjalBe00
98,Jarvis Jenkins,28,DL,9,1,300,6-4,Clemson,4/24/1988,5,1,Washington Redskins / 2nd / 41st pick / 2011,JenkJa01
48,Jordan Jenkins,22,OLB,14,11,260,6-3,Georgia,7/1/1994,Rook,5,New York Jets / 3rd / 83rd pick / 2016,JenkJo01
75,Anthony Johnson,23,DL,7,0,275,6-3,LSU,1/24/1993,2,0,,JohnAn04
49,Randell Johnson,25,OLB,1,0,242,6-3,Florida Atlantic,3/23/1991,2,0,Buffalo Bills / 7th / 221st pick / 2014,JohnRa01
76,Wesley Johnson,25,OT,16,8,309,6-5,Vanderbilt,1/9/1991,2,3,Pittsburgh Steelers / 5th / 173rd pick / 2014,JohnWe00
49,Taiwan Jones,23,ILB,3,0,258,6-3,Michigan St.,12/1/1993,Rook,0,,JoneTa01
37,Bryson Keeton,23,CB,1,0,190,6-2,NebraskaNevadaMontana St.,2/24/1993,Rook,0,,KeetBr00
50,Darron Lee,22,OLB,13,9,232,6-1,Ohio St.,10/18/1994,Rook,4,New York Jets / 1st / 20th pick / 2016,LeexDa00
44,Corey Lemonier,25,OLB,1,0,255,6-4,Auburn,11/19/1991,3,0,San Francisco 49ers / 3rd / 88th pick / 2013,LemoCo00
74,Nick Mangold,32,C,8,8,307,6-4,Ohio St.,1/13/1984,10,3,New York Jets / 1st / 29th pick / 2006,MangNi20
15,Brandon Marshall,32,WR,15,15,232,6-5,Central Florida,3/23/1984,10,5,Denver Broncos / 4th / 119th pick / 2006,MarsBr00
89,Jalin Marshall,21,WR,10,1,200,5-10,Ohio St.,7/21/1995,Rook,1,,MarsJa01
30,Nick Marshall,24,CB,8,0,205,6-2,Auburn,6/30/1992,1,1,,MarsNi00
95,Josh Martin,25,LB,15,0,245,6-3,Columbia,11/7/1991,3,1,,MartJo02
42,Ronald Martin,23,S,3,0,220,6-1,LSU,2/26/1993,1,0,,MartRo01
55,Lorenzo Mauldin,24,OLB,11,3,259,6-4,Louisville,10/1/1992,1,2,New York Jets / 3rd / 82nd pick / 2015,MaulLo00
23,Dexter McDougle,25,CB,6,0,190,5-10,Maryland,4/8/1991,2,0,New York Jets / 3rd / 80th pick / 2014,McDoDe00
99,Steve McLendon,30,DT,11,9,310,6-3,Troy,1/3/1986,6,4,,McLeSt00
36,Doug Middleton,23,S,4,0,210,6-0,Appalachian St.,9/25/1993,Rook,0,,MiddDo01
45,Rontez Miles,28,FS,16,4,203,6-0,California (PA),11/25/1988,3,2,,MileRo00
57,Victor Ochi,23,LB,2,0,242,6-1,Stony Brook,10/2/1993,Rook,0,,OchiVi00
17,Charone Peake,24,WR,15,1,209,6-2,Clemson,10/16/1992,Rook,1,New York Jets / 7th / 241st pick / 2016,PeakCh00
9,Bryce Petty,25,QB,6,4,226,6-3,Baylor,5/31/1991,Rook,2,New York Jets / 4th / 103rd pick / 2015,PettBr01
26,Troymaine Pope,23,RB,1,0,205,5-9,Jacksonville St.,11/26/1993,Rook,0,,PopeTr00
29,Bilal Powell,28,RB,16,4,204,5-10,Louisville,10/27/1988,5,6,New York Jets / 4th / 126th pick / 2011,PoweBi00
25,Calvin Pryor,24,FS,15,15,207,5-11,Louisville,7/2/1992,2,5,New York Jets / 1st / 18th pick / 2014,PryoCa00
46,Tanner Purdum,30,C,16,0,217,6-3,Baker,1/1/1986,6,1,,PurdTa00
79,Brent Qvale,25,T,12,5,315,6-7,Nebraska,3/11/1991,2,2,,QvalBr01
24,Darrelle Revis,31,DB,15,15,198,5-11,Pittsburgh,7/14/1985,9,5,New York Jets / 1st / 14th pick / 2007,ReviDa99
91,Sheldon Richardson,26,DT,15,14,290,6-3,Missouri,11/29/1990,3,6,New York Jets / 1st / 13th pick / 2013,RichSh00
27,Darryl Roberts,26,CB,12,2,190,6-0,Marshall,11/26/1990,Rook,1,New England Patriots / 7th / 247th pick / 2015,RobeDa00
33,Khiry Robinson,27,RB,1,0,220,6-0,Blinn College (TX)West Texas A&M,12/28/1989,3,0,,RobiKh00
10,Jeremy Ross,28,WR,4,0,213,5-11,California,3/16/1988,5,0,,RossJe01
88,Austin Seferian-Jenkins,24,TE,7,2,262,6-5,Washington,9/29/1992,2,1,Tampa Bay Buccaneers / 2nd / 38th pick / 2014,SefeAu00
72,Brandon Shell,24,OT,8,3,324,6-5,South Carolina,2/6/1992,Rook,2,New York Jets / 5th / 158th pick / 2016,ShelBr00
93,Deon Simon,26,NT,16,1,332,6-4,Northwestern St. (LA),7/6/1990,Rook,2,New York Jets / 7th / 223rd pick / 2015,SimoDe00
41,Buster Skrine,27,DB,14,14,187,5-9,Chattanooga,4/26/1989,5,5,Cleveland Browns / 5th / 137th pick / 2011,SkriBu00
19,Devin Smith,24,WR,4,0,199,6-1,Ohio St.,3/3/1992,1,0,New York Jets / 2nd / 37th pick / 2015,SmitDe04
7,Geno Smith,26,QB,2,1,221,6-3,West Virginia,10/10/1990,3,0,New York Jets / 2nd / 39th pick / 2013,SmitGe00
26,C.J. Spiller,29,RB,4,0,194,5-11,Clemson,8/5/1987,6,0,Buffalo Bills / 1st / 9th pick / 2010,SpilC.00
51,Julian Stanford,26,LB,9,3,230,6-1,Wagner,9/2/1990,4,2,,StanJu00
97,Lawrence Thomas,23,DE,3,1,286,6-3,Michigan St.,4/16/1993,Rook,1,,ThomLa04
83,Eric Tomlinson,24,TE,7,5,263,6-6,Texas-El Paso,4/22/1992,Rook,0,,TomlEr01
64,Craig Watts,25,G,3,0,334,6-3,West Texas A&M,6/20/1991,2,0,,WattCr00
34,Brandon Wilds,23,RB,4,0,220,6-0,South Carolina,7/22/1993,Rook,0,,WildBr01
96,Muhammad Wilkerson,27,DT,15,14,315,6-4,Temple,10/22/1989,5,7,New York Jets / 1st / 30th pick / 2011,WilkMu00
92,Leonard Williams,22,DT,16,16,302,6-5,USC,6/20/1994,1,10,New York Jets / 1st / 6th pick / 2015,WillLe02
20,Marcus Williams,25,CB,13,3,196,5-11,North Dakota St.,3/24/1991,2,2,,WillMa03
67,Brian Winters,25,OG,13,13,320,6-4,Kent St.,7/16/1991,3,5,New York Jets / 3rd / 72nd pick / 2013,WintBr00
,Team Total,26,,16,,246.0,6-2.2,,,3.1,,,-9999
