No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Player-additional
68,Tyrone Hopson,28,G,11,0,294,6-2,East. Kentucky,5/28/1976,5,1,San Francisco 49ers / 5th / 161st pick / 1999,HopsTy20
34,Kevin Jones,22,RB,15,14,221,5-11,Virginia Tech,8/21/1982,Rook,9,Detroit Lions / 1st / 30th pick / 2004,JoneKe02
75,Matt Joyce,32,G,12,3,300,6-7,Richmond,3/30/1972,9,2,,JoycMa20
39,Chris Kern,25,DB,2,0,196,5-11,Mount Union,5/16/1979,Rook,0,,KernCh20
87,David Kircus,24,WR,7,0,192,6-2,Grand Valley St.,2/19/1980,1,1,Detroit Lions / 6th / 175th pick / 2003,KircDa00
54,Teddy Lehman,23,MLB,16,16,249,6-1,Oklahoma,11/18/1981,Rook,7,Detroit Lions / 2nd / 37th pick / 2004,LehmTe20
59,Alex Lewis,23,LB,15,1,227,5-11,Wisconsin,6/11/1981,Rook,2,Detroit Lions / 5th / 140th pick / 2004,LewiAl20
57,Jody Littleton,30,LB,8,0,235,6-1,Baylor,10/23/1974,2,0,,LittJo21
62,David Loverne,28,G,15,13,303,6-3,IdahoSan Jose St.,5/22/1976,4,5,New York Jets / 3rd / 90th pick / 1999,LoveDa20
31,Brock Marion,34,DB,16,16,200,5-11,Nevada,6/11/1970,11,7,Dallas Cowboys / 7th / 196th pick / 1993,MariBr00
73,Stockar McDougle,27,T,16,16,335,6-6,Oklahoma,1/11/1977,4,6,Detroit Lions / 1st / 20th pick / 2000,McDoSt20
8,Mike McMahon,25,QB,1,0,208,6-2,Rutgers,2/8/1979,3,0,Detroit Lions / 5th / 149th pick / 2001,McMaMi00
67,Don Muhlbach,23,C,8,0,258,6-4,Texas A&M,8/17/1981,Rook,1,,MuhlDo20
21,Artose Pinner,26,RB,9,2,229,5-10,Kentucky,1/5/1978,1,2,Detroit Lions / 4th / 99th pick / 2003,PinnAr00
93,Kelvin Pritchett,35,DT,16,0,322,6-3,Mississippi,10/24/1969,13,1,Dallas Cowboys / 1st / 20th pick / 1991,PritKe20
58,Wali Rainer,27,LB,16,0,247,6-2,Virginia,4/19/1977,5,1,Cleveland Browns / 4th / 124th pick / 1999,RainWa20
51,Dominic Raiola,26,C,16,16,295,6-1,Nebraska,12/30/1978,3,6,Detroit Lions / 2nd / 50th pick / 2001,RaioDo20
78,Cory Redding,24,DE,16,16,318,6-4,Texas,11/15/1980,1,7,Detroit Lions / 3rd / 66th pick / 2003,ReddCo20
80,Charles Rogers,23,WR,1,1,202,6-2,Michigan St.,5/23/1981,1,0,Detroit Lions / 1st / 2nd pick / 2003,RogeCh01
92,Shaun Rogers,25,DT,16,16,350,6-4,Texas,3/12/1979,3,11,Detroit Lions / 2nd / 61st pick / 2001,RogeSh99
71,Victor Rogers,26,T,1,0,331,6-6,Colorado,10/10/1978,Rook,0,Detroit Lions / 7th / 259th pick / 2002,RogeVi20
30,Cory Schlesinger,32,FB,13,11,247,6-0,Nebraska,6/23/1972,9,1,Detroit Lions / 6th / 192nd pick / 1995,SchlCo00
38,Keith Smith,24,DB,15,2,192,5-11,McNeese St.,3/20/1980,Rook,2,Detroit Lions / 3rd / 73rd pick / 2004,SmitKe20
84,Tai Streets,27,WR,13,12,207,6-3,Michigan,4/20/1977,5,2,San Francisco 49ers / 6th / 171st pick / 1999,StreTa00
88,Reggie Swinton,29,WR,13,1,186,6-0,Murray St.,7/24/1975,3,2,,SwinRe00
33,Stephen Trejo,27,FB,11,2,254,6-2,Arizona St.,11/20/1977,3,0,,TrejSt00
10,Scottie Vines,25,WR,6,1,205,6-2,Wyoming,4/17/1979,Rook,0,,VineSc00
28,Bracy Walker,34,DB,16,16,202,6-0,North Carolina,10/28/1970,10,7,Kansas City Chiefs / 4th / 127th pick / 1994,WalkBr20
72,Dan Wilkinson,31,DT,16,16,340,6-4,Ohio St.,3/13/1973,10,6,Cincinnati Bengals / 1st / 1st pick / 1994,WilkDa22
11,Roy Williams,23,WR,14,12,215,6-3,Texas,12/20/1981,Rook,7,Detroit Lions / 1st / 7th pick / 2004,WillRo04
65,Damien Woody,27,C,16,16,330,6-3,Boston Col.,11/3/1977,5,6,New England Patriots / 1st / 17th pick / 1999,WoodDa20
,Team Total,26.7,,16,,242.8,6-1.5,,,3.6,,,-9999
