No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Player-additional
51,Anthony Harris,23,LLB,7,3,231,6-1,Auburn,1/25/1973,Rook,2,,HarrAn20
89,Randal Hill,27,WR,14,5,180,5-10,Miami (FL),9/21/1969,5,4,Miami Dolphins / 1st / 23rd pick / 1991,HillRa00
31,Sean Hill,25,DB,12,5,179,5-10,Montana St.,8/14/1971,2,3,Miami Dolphins / 7th / 214th pick / 1994,HillSe20
50,Dwight Hollier,27,RILB,16,15,246,6-2,North Carolina,4/21/1969,4,7,Miami Dolphins / 4th / 97th pick / 1992,HollDw20
53,Larry Izzo,22,LB,16,0,225,5-10,Rice,9/26/1974,Rook,1,,IzzoLa00
38,Calvin Jackson,24,DB,16,15,185,5-9,Auburn,10/28/1972,2,6,,JackCa20
34,Tim Jacobs,26,DB,12,0,187,5-10,Delaware,4/5/1970,3,1,,JacoTi20
97,Aaron Jones,30,DE,8,0,261,6-5,East. Kentucky,12/18/1966,8,1,Pittsburgh Steelers / 1st / 18th pick / 1988,JoneAa20
88,Charles Jordan,27,WR,6,0,182,5-11,Long Beach CC,10/9/1969,2,1,,JordCh00
17,John Kidd,35,P,16,0,210,6-3,Northwestern,8/22/1961,12,4,Buffalo Bills / 5th / 128th pick / 1984,KiddJo20
19,Bernie Kosar,33,QB,3,0,210,6-5,Miami (FL),11/25/1963,11,1,Cleveland Browns / 1st / 1st pick / 1985 Supp,KosaBe00
13,Dan Marino,35,QB,13,13,224,6-4,Pittsburgh,9/15/1961,13,9,Miami Dolphins / 1st / 27th pick / 1983,MariDa00
81,O.J. McDuffie,27,WR,16,16,194,5-10,Penn St.,12/2/1969,3,8,Miami Dolphins / 1st / 25th pick / 1993,McDuO.00
66,Everett McIver,26,G,7,5,318,6-5,Elizabeth City St.,8/5/1970,2,3,,McIvEv20
32,Jerris McPhail,24,RB,9,1,198,5-11,Wake ForestEast Carolina,6/26/1972,Rook,3,Miami Dolphins / 5th / 134th pick / 1996,McPhJe00
83,Scott Miller,28,WR,12,1,181,5-11,UCLA,10/20/1968,5,1,Miami Dolphins / 9th / 246th pick / 1991,MillSc00
79,Billy Milner,24,T,4,0,304,6-5,Houston,6/21/1972,1,0,Miami Dolphins / 1st / 25th pick / 1995,MilnBi21
6,Joe Nedney,23,K,16,0,220,6-5,San Jose St.,3/22/1973,Rook,0,,nednejoe01
25,Louis Oliver,30,DB,16,12,224,6-2,Florida,3/9/1966,7,6,Miami Dolphins / 1st / 25th pick / 1989,OlivLo20
30,Bernie Parmalee,29,RB,16,0,201,5-11,Ball St.,9/16/1967,4,2,,ParmBe00
36,Stanley Pritchett,23,FB,16,16,250,6-2,South Carolina,12/22/1973,Rook,3,Miami Dolphins / 4th / 118th pick / 1996,PritSt00
61,Tim Ruddy,24,C,16,16,295,6-3,Notre Dame,4/27/1972,2,9,Miami Dolphins / 2nd / 65th pick / 1994,RuddTi20
69,Keith Sims,29,G,15,15,318,6-3,Iowa St.,6/17/1967,6,8,Miami Dolphins / 2nd / 39th pick / 1990,SimsKe00
55,Chris Singleton,29,LLB,14,13,246,6-2,Arizona,2/20/1967,6,5,New England Patriots / 1st / 8th pick / 1990,SingCh20
40,Irving Spikes,26,RB,15,1,212,5-8,AlabamaLa-Monroe,12/21/1970,2,3,,SpikIr00
35,Michael Stewart,31,DB,9,0,202,5-11,Fresno St.,7/12/1965,9,1,Los Angeles Rams / 8th / 213th pick / 1987,StewMi20
96,Danny Stubbs,31,DE,16,15,265,6-4,Miami (FL),1/3/1965,8,7,San Francisco 49ers / 2nd / 33rd pick / 1988,StubDa20
85,Lamar Thomas,26,WR,9,3,175,6-1,Miami (FL),2/12/1970,3,1,Tampa Bay Buccaneers / 3rd / 60th pick / 1993,ThomLa00
54,Zach Thomas,23,LB,16,16,228,5-11,Texas Tech,9/1/1973,Rook,10,Miami Dolphins / 5th / 154th pick / 1996,ThomZa01
82,Frank Wainright,29,TE,16,0,255,6-2,Northern Colorado,10/10/1967,5,0,New Orleans Saints / 8th / 210th pick / 1991,WainFr00
78,Richmond Webb,29,T,16,16,325,6-6,Texas A&M,1/11/1967,6,11,Miami Dolphins / 1st / 9th pick / 1990,WebbRi00
24,Jerry Wilson,23,DB,2,0,190,5-11,Southern,7/17/1973,Rook,0,Tampa Bay Buccaneers / 4th / 105th pick / 1995,WilsJe22
49,Robert Wilson,27,RB,15,0,255,6-0,Texas A&M,1/13/1969,5,0,Tampa Bay Buccaneers / 3rd / 80th pick / 1991,WilsRo00
22,Shawn Wooden,23,DB,16,11,205,5-11,Notre Dame,10/23/1973,Rook,5,Miami Dolphins / 6th / 189th pick / 1996,WoodSh20
,Team Total,26.7,,16,,239.3,6-1.4,,,3.7,,,-9999
