No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Player-additional
43,Omar Easy,27,FB,15,0,245,6-2,Penn St.,10/29/1977,2,0,Kansas City Chiefs / 4th / 107th pick / 2002,EasyOm00
97,Keyaron Fox,22,LOLB,12,0,235,6-3,Georgia Tech,1/24/1982,Rook,1,Kansas City Chiefs / 3rd / 93rd pick / 2004,FoxxKe20
51,Scott Fujita,25,LB,16,16,250,6-5,California,4/28/1979,2,5,Kansas City Chiefs / 5th / 143rd pick / 2002,FujiSc20
83,Kendall Gammon,36,C,16,0,255,6-4,Pittsburg St.,10/23/1968,12,1,Pittsburgh Steelers / 11th / 291st pick / 1992,GammKe00
88,Tony Gonzalez,28,TE,16,16,247,6-5,California,2/27/1976,7,12,Kansas City Chiefs / 1st / 13th pick / 1997,GonzTo00
10,Trent Green,34,QB,16,16,217,6-3,Indiana,7/9/1970,7,17,San Diego Chargers / 8th / 222nd pick / 1993,GreeTr00
82,Dante Hall,26,WR,16,6,187,5-8,Texas A&M,9/20/1978,4,5,Kansas City Chiefs / 5th / 153rd pick / 2000,HallDa00
42,Shaunard Harts,26,DB,16,6,207,6-0,Boise St.,8/4/1978,3,2,Kansas City Chiefs / 7th / 212th pick / 2001,HartSh20
98,Eric Hicks,28,DE,16,16,280,6-6,Maryland,6/17/1976,6,5,,HickEr20
99,Vonnie Holliday,29,DE,9,3,288,6-5,North Carolina,12/11/1975,6,1,Green Bay Packers / 1st / 19th pick / 1998,HollVo20
31,Priest Holmes,31,RB,8,8,213,5-9,Texas,10/7/1973,7,8,,HolmPr00
81,Chris Horn,27,WR,14,0,195,5-11,Rocky Mountain,7/13/1977,Rook,2,,HornCh00
27,Larry Johnson,25,RB,10,3,235,6-1,Penn St.,11/19/1979,1,7,Kansas City Chiefs / 1st / 27th pick / 2003,JohnLa00
53,Fred Jones,27,LB,16,0,247,6-2,Colorado,10/18/1977,4,1,,JoneFr20
87,Eddie Kennison,31,WR,14,14,201,6-1,LSU,1/20/1973,8,11,St. Louis Rams / 1st / 18th pick / 1996,KennEd00
22,Dexter McCleon,31,DB,13,6,195,5-10,Clemson,10/9/1973,7,3,St. Louis Rams / 2nd / 40th pick / 1997,McClDe21
50,Kawika Mitchell,25,LB,15,12,253,6-1,GeorgiaSouth Florida,10/10/1979,1,4,Kansas City Chiefs / 2nd / 47th pick / 2003,MitcKa20
80,Johnnie Morton,33,WR,13,12,190,6-0,USC,10/7/1971,10,8,Detroit Lions / 1st / 21st pick / 1994,MortJo00
4,Nick Murphy,25,P,2,0,188,5-11,Arizona St.,10/22/1979,Rook,0,,MurpNi20
18,Samie Parker,23,WR,4,0,180,5-11,Oregon,3/25/1981,Rook,1,Kansas City Chiefs / 4th / 105th pick / 2004,ParkSa00
35,Willie Pile,24,DB,16,5,210,6-3,Virginia Tech,5/25/1980,Rook,2,Kansas City Chiefs / 7th / 252nd pick / 2003,PileWi20
49,Tony Richardson,33,FB,16,16,238,6-1,Auburn,12/17/1971,9,2,,RichTo00
77,Willie Roaf,34,T,16,16,320,6-5,Louisiana Tech,4/18/1970,11,17,New Orleans Saints / 1st / 8th pick / 1993,RoafWi00
79,Kevin Sampson,23,T,6,0,312,6-4,Syracuse,6/19/1981,Rook,1,Kansas City Chiefs / 7th / 231st pick / 2004,SampKe20
20,Benny Sapp,23,DB,15,1,190,5-9,IowaNorthern Iowa,1/20/1981,Rook,1,,SappBe20
91,Rich Scanlon,24,LB,6,0,250,6-2,Syracuse,12/23/1980,Rook,0,,ScanRi20
68,Will Shields,33,G,16,16,315,6-3,Nebraska,9/15/1971,11,14,Kansas City Chiefs / 3rd / 74th pick / 1993,ShieWi00
94,Junior Siavii,26,DT,12,0,315,6-5,Oregon,11/14/1978,Rook,1,Kansas City Chiefs / 2nd / 36th pick / 2004,SiavJu20
90,Ryan Sims,24,DT,15,13,315,6-4,North Carolina,5/4/1980,2,4,Kansas City Chiefs / 1st / 6th pick / 2002,SimsRy20
17,Richard Smith,24,WR,4,0,191,5-10,Arkansas,7/16/1980,Rook,0,,SmitRi20
55,Gary Stills,30,DE,16,0,250,6-2,West Virginia,7/11/1974,5,2,Kansas City Chiefs / 3rd / 75th pick / 1999,StilGa00
1,Lawrence Tynes,26,K,16,0,194,6-1,Troy,5/3/1978,Rook,2,,tyneslaw01
44,Eric Warfield,28,DB,16,16,200,6-0,Nebraska,3/3/1976,6,6,Kansas City Chiefs / 7th / 216th pick / 1998,WarfEr20
54,Brian Waters,27,G,16,16,320,6-3,North Texas,2/18/1977,4,17,,WateBr55
76,John Welbourn,28,G,10,10,318,6-5,California,3/30/1976,5,6,Philadelphia Eagles / 4th / 97th pick / 1999,WelbJo20
25,Greg Wesley,26,DB,12,11,206,6-2,Ark-Pine Bluff,3/19/1978,4,4,Kansas City Chiefs / 3rd / 85th pick / 2000,WeslGr20
62,Casey Wiegmann,31,C,16,16,285,6-2,Iowa,7/20/1973,7,9,,WiegCa20
96,Jimmy Wilkerson,23,DE,15,0,270,6-2,Oklahoma,1/4/1981,1,1,Kansas City Chiefs / 6th / 189th pick / 2003,WilkJi20
74,Brett Williams,24,T,5,0,321,6-5,Florida St.,5/2/1980,Rook,0,Kansas City Chiefs / 4th / 113th pick / 2003,WillBr21
84,Kris Wilson,23,TE,3,0,245,6-2,Pittsburgh,8/22/1981,Rook,0,Kansas City Chiefs / 2nd / 61st pick / 2004,WilsKr00
21,Jerome Woods,31,DB,10,10,205,6-3,Memphis,3/17/1973,8,3,Kansas City Chiefs / 1st / 28th pick / 1996,WoodJe00
,Team Total,27.3,,16,,244.6,6-2.2,,,3.8,,,-9999
