No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Player-additional
8,Dirk Johnson,34,P,11,0,210,6-0,Northern Colorado,6/1/1975,7,1,,JohnDi20
11,Josh Johnson,23,QB,6,4,219,6-3,San Diego,5/15/1986,1,2,Tampa Bay Buccaneers / 5th / 160th pick / 2008,JohnJo05
72,Marcus Johnson,25,G,6,0,321,6-6,Mississippi,7/12/1984,4,0,Minnesota Vikings / 2nd / 49th pick / 2005,JohnMa20
75,Davin Joseph,26,G,16,16,313,6-2,Oklahoma,11/22/1983,3,5,Tampa Bay Buccaneers / 1st / 23rd pick / 2006,JoseDa20
53,Niko Koutouvides,28,MLB,16,0,238,6-2,Purdue,3/25/1981,5,1,Seattle Seahawks / 4th / 116th pick / 2004,KoutNi20
7,Byron Leftwich,29,QB,3,3,250,6-5,Marshall,1/14/1980,6,1,Jacksonville Jaguars / 1st / 7th pick / 2003,LeftBy00
41,Corey Lynch,24,DB,13,0,205,6-0,Appalachian St.,5/7/1985,1,1,Cincinnati Bengals / 6th / 177th pick / 2008,LyncCo99
33,Elbert Mack,23,CB,15,3,175,5-10,Butler (KS)Troy,7/14/1986,1,2,,MackEl20
79,Sean Mahan,29,G,6,4,301,6-3,Notre Dame,3/28/1980,6,1,Tampa Bay Buccaneers / 5th / 168th pick / 2003,MahaSe20
50,Matt McCoy,27,LB,12,2,232,6-0,San Diego St.,10/14/1982,4,1,Philadelphia Eagles / 2nd / 63rd pick / 2005,McCoMa20
93,Roy Miller,22,DT,15,1,301,6-1,Texas,7/9/1987,Rook,2,Tampa Bay Buccaneers / 3rd / 81st pick / 2009,MillRo99
92,Dre Moore,24,DT,7,0,307,6-4,Maryland,6/9/1985,1,1,Tampa Bay Buccaneers / 4th / 115th pick / 2008,MoorDr99
94,Kyle Moore,23,DE,8,0,265,6-4,USC,10/25/1986,Rook,1,Tampa Bay Buccaneers / 4th / 117th pick / 2009,MoorKy99
74,Shawn Murphy,27,T,1,0,319,6-4,Utah St.,12/17/1982,1,0,Miami Dolphins / 4th / 110th pick / 2008,MurpSh20
4,Mike Nugent,27,K,4,0,190,5-10,Ohio St.,3/2/1982,4,-1,New York Jets / 2nd / 47th pick / 2005,nugenmik01
2,Sam Paulescu,25,P,5,0,194,6-0,Oregon St.,4/18/1984,2,0,,PaulSa20
70,Donald Penn,26,T,16,16,315,6-4,Utah St.,4/27/1983,2,5,,PennDo20
23,Jermaine Phillips,30,DB,2,2,214,6-1,Georgia,3/27/1979,7,1,Tampa Bay Buccaneers / 5th / 157th pick / 2002,PhilJe20
21,Sabby Piscitelli,26,LB,16,15,222,6-3,Oregon St.,8/24/1983,2,6,Tampa Bay Buccaneers / 2nd / 64th pick / 2007,PiscSa99
45,Chris Pressley,23,RB,7,3,257,5-11,Wisconsin,8/8/1986,Rook,0,,PresCh00
29,Derrick Roberson,24,DB,6,0,185,5-10,Rutgers,3/12/1985,Rook,0,,RobeDe00
51,Barrett Ruud,26,LB,16,16,241,6-2,Nebraska,5/20/1983,4,7,Tampa Bay Buccaneers / 2nd / 36th pick / 2005,RuudBa20
98,Ryan Sims,29,DT,16,16,315,6-4,North Carolina,5/4/1980,7,6,Kansas City Chiefs / 1st / 6th pick / 2002,SimsRy20
22,Clifton Smith,24,RB,11,0,190,5-8,Fresno St.,7/4/1985,1,0,,SmitCl22
81,Micheal Spurlock,26,WR,2,0,210,5-11,Mississippi,1/31/1983,3,1,,SpurMi00
86,Jerramy Stevens,30,TE,16,8,260,6-7,Washington,11/13/1979,7,1,Seattle Seahawks / 1st / 28th pick / 2002,StevJe00
85,Maurice Stovall,24,WR,15,7,220,6-5,Notre Dame,2/21/1985,3,2,Tampa Bay Buccaneers / 3rd / 90th pick / 2006,StovMa00
18,Sammie Stroughter,23,WR,13,0,182,5-9,Oregon St.,1/3/1986,Rook,3,Tampa Bay Buccaneers / 7th / 233rd pick / 2009,StroSa00
25,Aqib Talib,23,DB,15,15,209,6-1,Kansas,2/13/1986,1,6,Tampa Bay Buccaneers / 1st / 20th pick / 2008,TaliAq99
65,Jeremy Trueblood,26,T,16,16,320,6-8,Boston Col.,5/10/1983,3,5,Tampa Bay Buccaneers / 2nd / 59th pick / 2006,TrueJe20
28,Derrick Ward,29,RB,14,1,240,5-11,Fresno St.Ottawa (KS),8/30/1980,5,3,New York Giants / 7th / 235th pick / 2004,WardDe01
91,Stylez G. White,30,DE,15,8,268,6-3,Minnesota,7/25/1979,2,4,Houston Texans / 7th / 229th pick / 2002,WhitGr99
97,Jimmy Wilkerson,28,DE,15,15,270,6-2,Oklahoma,1/4/1981,6,6,Kansas City Chiefs / 6th / 189th pick / 2003,WilkJi20
24,Cadillac Williams,27,RB,16,15,204,5-11,Auburn,4/21/1982,4,5,Tampa Bay Buccaneers / 1st / 5th pick / 2005,WillCa02
56,Rod Wilson,28,DB,8,0,230,6-2,South Carolina,11/12/1981,3,1,Chicago Bears / 7th / 220th pick / 2005,WilsRo20
82,Kellen Winslow,26,TE,16,14,240,6-4,Miami (FL),7/21/1983,5,6,Cleveland Browns / 1st / 6th pick / 2004,WinsKe01
76,Jeremy Zuttah,23,G,16,16,303,6-4,Rutgers,6/1/1986,1,5,Tampa Bay Buccaneers / 3rd / 83rd pick / 2008,ZuttJe20
,Team Total,26.1,,16,,238.3,6-1.6,,,3.0,,,-9999
