No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Player-additional
76,Jon Jansen,25,T,16,16,305,6-6,Michigan,1/28/1976,2,7,Washington Redskins / 2nd / 37th pick / 1999,JansJo20
47,Bryan Johnson,23,FB,16,1,242,6-1,Boise St.,1/18/1978,1,1,,JohnBr01
50,Robert Jones,32,LB,15,9,244,6-3,East Carolina,9/27/1969,9,4,Dallas Cowboys / 1st / 24th pick / 1992,JoneRo21
90,Kenard Lang,26,DE,16,16,264,6-3,Miami (FL),1/31/1975,4,9,Washington Redskins / 1st / 17th pick / 1997,LangKe20
93,Otis Leverette,23,DE,4,0,278,6-6,Ala-Birmingham,5/31/1978,Rook,1,Miami Dolphins / 6th / 187th pick / 2001,LeveOt20
83,Kevin Lockett,27,WR,16,0,186,6-0,Kansas St.,9/8/1974,4,3,Kansas City Chiefs / 2nd / 47th pick / 1997,LockKe00
35,Keith Lyle,29,DB,16,0,210,6-2,Virginia,4/17/1972,7,1,Los Angeles Rams / 3rd / 71st pick / 1994,LyleKe20
53,Eddie Mason,29,LB,15,1,233,6-0,North Carolina,1/9/1972,6,2,New York Jets / 6th / 178th pick / 1995,MasoEd20
27,Central McClellion,26,DB,6,0,190,6-0,Ohio St.,9/15/1975,Rook,0,,McClCe20
34,Eric Metcalf,33,RB,10,0,188,5-10,Texas,1/23/1968,12,1,Cleveland Browns / 1st / 13th pick / 1989,MetcEr00
55,Kevin Mitchell,30,MLB,13,13,258,6-1,Syracuse,1/1/1971,7,6,San Francisco 49ers / 2nd / 53rd pick / 1994,MitcKe21
26,Ifeanyi Ohalete,22,DB,16,0,222,6-2,USC,5/22/1979,Rook,1,,OhalIf20
58,Antonio Pierce,23,LB,16,8,238,6-1,Arizona,10/26/1978,Rook,5,,PierAn20
86,Walter Rasby,29,TE,16,11,252,6-3,Wake Forest,9/7/1972,7,1,,RasbWa00
52,Cory Raymer,28,C,16,16,300,6-3,Wisconsin,3/3/1973,6,7,Washington Redskins / 2nd / 37th pick / 1995,RaymCo20
60,Chris Samuels,24,T,16,16,310,6-5,Alabama,7/28/1977,1,9,Washington Redskins / 1st / 3rd pick / 2000,SamuCh00
22,Kato Serwanga,25,DB,11,0,205,6-0,Sacramento St.PacificCalifornia,7/23/1976,2,1,,SerwKa20
29,Sam Shade,28,DB,16,15,205,6-0,Alabama,6/14/1973,6,6,Cincinnati Bengals / 4th / 102nd pick / 1995,ShadSa20
78,Bruce Smith,38,DE,14,14,262,6-4,Virginia Tech,6/18/1963,16,7,Buffalo Bills / 1st / 1st pick / 1985,SmitBr00
21,Fred Smoot,22,DB,14,13,174,5-11,Mississippi St.,4/17/1979,Rook,6,Washington Redskins / 2nd / 45th pick / 2001,SmooFr20
79,Dave Szott,34,G,16,16,289,6-4,Penn St.,12/12/1967,11,7,Kansas City Chiefs / 7th / 180th pick / 1990,SzotDa20
31,David Terrell,26,DB,16,16,190,6-0,Texas-El Paso,7/8/1975,1,7,Washington Redskins / 7th / 191st pick / 1998,TerrDa21
88,Derrius Thompson,24,WR,16,0,220,6-2,Baylor,7/5/1977,2,0,,ThomDe00
68,Ross Tucker,22,G,3,0,316,6-4,Princeton,3/2/1979,Rook,0,,TuckRo20
82,Michael Westbrook,29,WR,16,16,220,6-3,Colorado,7/7/1972,6,6,Washington Redskins / 1st / 4th pick / 1995,WestMi00
95,Dan Wilkinson,28,DT,16,16,340,6-4,Ohio St.,3/13/1973,7,8,Cincinnati Bengals / 1st / 1st pick / 1994,WilkDa22
96,Tyrone Williams,29,DE,4,0,292,6-4,Wyoming,10/22/1972,4,0,,WillTy21
,Team Total,27.6,,16,,245.1,6-2.1,,,4.6,,,-9999
