No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Player-additional
28,Quandre Diggs,25,CB,16,16,197,5-9,Texas,1/22/1993,3,6,Detroit Lions / 6th / 200th pick / 2015,DiggQu00
78,Andrew Donnal,26,OT,2,0,305,6-6,Iowa,3/3/1992,3,0,St. Louis Rams / 4th / 119th pick / 2015,DonnAn00
12,Bruce Ellington,27,WR,4,2,200,5-9,South Carolina,8/22/1991,4,1,San Francisco 49ers / 4th / 106th pick / 2014,ElliBr00
59,Marquis Flowers,26,OLB,5,0,245,6-2,Arizona,2/16/1992,4,0,Cincinnati Bengals / 6th / 212th pick / 2014,FlowMa00
38,Mike Ford,23,CB,7,4,194,6-0,SE Missouri St.,8/4/1995,Rook,2,,FordMi01
60,Graham Glasgow,26,OG,16,16,310,6-6,Michigan,7/19/1992,2,7,Detroit Lions / 3rd / 95th pick / 2016,GlasGr00
19,Kenny Golladay,25,WR,15,13,213,6-4,Northern Illinois,11/3/1993,1,8,Detroit Lions / 3rd / 96th pick / 2017,GollKe00
50,Nicholas Grigsby,26,LB,3,0,230,6-2,Pittsburgh,7/2/1992,2,0,,GrigNi01
93,Da'Shawn Hand,23,DE,13,8,297,6-3,Alabama,11/14/1995,Rook,5,Detroit Lions / 4th / 114th pick / 2018,HandDa00
57,Eli Harold,24,OLB,13,0,243,6-3,Virginia,1/20/1994,3,1,San Francisco 49ers / 3rd / 79th pick / 2015,HaroEl00
98,Damon Harrison,30,DT,10,9,350,6-3,Northwest Mississippi CCWilliam Penn,11/29/1988,6,6,,HarrDa03
61,Kerry Hyder,27,DT,7,0,275,6-2,Texas Tech,5/2/1991,4,1,,HydeKe01
97,Ricky Jean-Francois,32,DT,16,11,309,6-2,LSU,11/23/1986,9,5,San Francisco 49ers / 7th / 244th pick / 2009,JeanRi99
33,Kerryon Johnson,21,RB,10,7,211,5-11,Auburn,6/30/1997,Rook,5,Detroit Lions / 2nd / 43rd pick / 2018,JohnKe06
17,Andy Jones,24,WR,8,3,217,6-1,Jacksonville,6/28/1994,1,1,,JoneAn01
52,Christian Jones,27,ILB,16,16,245,6-3,Florida St.,2/18/1991,4,7,,JoneCh05
11,Marvin Jones,28,WR,9,9,199,6-2,California,3/12/1990,6,4,Cincinnati Bengals / 5th / 166th pick / 2012,JoneMa02
13,T.J. Jones,26,WR,15,3,190,6-0,Notre Dame,7/19/1992,4,1,Detroit Lions / 6th / 189th pick / 2014,JoneT.00
42,Devon Kennard,27,OLB,15,15,256,6-3,USC,6/24/1991,4,7,New York Giants / 5th / 174th pick / 2014,KennDe00
35,Miles Killebrew,25,SS,16,0,222,6-2,Southern Utah,5/10/1993,2,1,Detroit Lions / 4th / 111th pick / 2016,KillMi00
18,Chris Lacy,22,WR,1,0,206,6-3,Oklahoma St.,1/28/1996,Rook,0,,LacyCh00
76,T.J. Lang,31,T,6,6,315,6-4,East. Michigan,9/20/1987,9,3,Green Bay Packers / 4th / 109th pick / 2009,LangT.20
24,Nevin Lawson,27,CB,15,14,192,5-9,Utah St.,4/23/1991,4,5,Detroit Lions / 4th / 133rd pick / 2014,LawsNe00
34,Cre'von LeBlanc,24,DB,3,0,190,5-10,Florida Atlantic,7/25/1994,2,0,,LeBlCr01
55,Eric Lee,24,LB,9,0,259,6-3,South Florida,8/6/1994,1,1,,LeexEr00
12,Bradley Marquez,26,WR,1,0,205,5-10,Texas Tech,12/14/1992,3,0,,MarqBr00
6,Sam Martin,28,P,16,0,211,6-1,Appalachian St.,2/27/1990,5,2,Detroit Lions / 5th / 165th pick / 2013,MartSa01
48,Don Muhlbach,37,C,16,0,258,6-4,Texas A&M,8/17/1981,14,4,,MuhlDo20
95,Romeo Okwara,23,DE,15,14,255,6-4,Notre Dame,6/17/1995,2,7,,OkwaRo01
41,Lenzy Pipkins,25,CB,2,0,196,6-0,Oklahoma St.,11/7/1993,1,0,,PipkLe00
10,Brandon Powell,23,WR,6,1,188,5-8,Florida,9/12/1995,Rook,1,,PoweBr00
5,Matt Prater,34,K,16,0,201,5-10,Central Florida,8/10/1984,11,4,,PratMa20
27,Glover Quin,32,DB,16,16,207,6-0,New Mexico,1/15/1986,9,6,Houston Texans / 4th / 112th pick / 2009,QuinGl99
77,Frank Ragnow,22,C,16,16,311,6-5,Arkansas,5/17/1996,Rook,7,Detroit Lions / 1st / 20th pick / 2018,RagnFr00
44,Jalen Reeves-Maybin,23,OLB,9,0,230,6-1,Tennessee,1/31/1995,1,1,Detroit Lions / 4th / 124th pick / 2017,ReevJa00
25,Theo Riddick,27,RB,14,3,201,5-9,Notre Dame,5/4/1991,5,4,Detroit Lions / 6th / 199th pick / 2013,RiddTh00
80,Michael Roberts,24,TE,8,2,265,6-5,Toledo,5/7/1994,1,1,Detroit Lions / 4th / 127th pick / 2017,RobeMi01
91,A'Shawn Robinson,23,DT,13,7,330,6-4,Alabama,3/21/1995,2,5,Detroit Lions / 2nd / 46th pick / 2016,RobiAS00
26,DeShawn Shead,29,DB,12,1,212,6-2,Portland St.,6/28/1989,6,1,,SheaDe00
51,Kelvin Sheppard,30,MLB,7,1,249,6-2,LSU,1/2/1988,7,1,Buffalo Bills / 3rd / 68th pick / 2011,ShepKe00
23,Darius Slay,27,CB,15,15,190,6-0,Mississippi St.,1/1/1991,5,9,Detroit Lions / 2nd / 36th pick / 2013,SlayDa00
9,Matthew Stafford,30,QB,16,16,220,6-3,Georgia,2/7/1988,9,10,Detroit Lions / 1st / 1st pick / 2009,StafMa00
31,Teez Tabor,23,CB,12,4,191,6-0,Florida,12/31/1995,1,2,Detroit Lions / 2nd / 53rd pick / 2017,TaboTe00
15,Golden Tate,30,WR,7,4,197,5-10,Notre Dame,8/2/1988,8,4,Seattle Seahawks / 2nd / 60th pick / 2010,TateGo00
87,Levine Toilolo,27,TE,16,10,268,6-8,Stanford,7/30/1991,5,2,Atlanta Falcons / 4th / 133rd pick / 2013,ToilLe00
84,Hakeem Valles,26,TE,3,0,250,6-3,Monmouth,11/23/1992,2,0,,VallHa00
30,Dee Virgin,25,CB,4,0,195,5-9,West Alabama,10/29/1993,Rook,0,,VirgDe00
71,Ricky Wagner,29,OT,15,15,313,6-6,Wisconsin,10/21/1989,5,7,Baltimore Ravens / 5th / 168th pick / 2013,WagnRi00
47,Tracy Walker,23,S,16,0,206,6-1,Louisiana,2/1/1995,Rook,1,Detroit Lions / 3rd / 82nd pick / 2018,WalkTr01
45,Charles Washington,25,DB,13,0,192,5-10,Fresno St.,3/10/1993,1,1,,WashCh01
79,Kenny Wiggins,30,T,16,10,315,6-6,Fresno St.,8/8/1988,7,5,,WiggKe00
92,Sylvester Williams,30,DT,6,4,328,6-2,North Carolina,11/21/1988,5,2,Denver Broncos / 1st / 28th pick / 2013,WillSy00
82,Luke Willson,28,TE,14,8,255,6-5,Rice,1/15/1990,5,1,Seattle Seahawks / 5th / 158th pick / 2013,WillLu00
32,Tavon Wilson,28,FS,15,3,208,6-0,Illinois,3/19/1990,6,2,New England Patriots / 2nd / 48th pick / 2012,WilsTa00
34,Zach Zenner,27,RB,8,1,224,5-11,South Dakota St.,9/13/1991,3,2,,ZennZa00
,Team Total,26.7,,16,,241.8,6-1.7,,,3.8,,,-9999
