No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Player-additional
2,Deommodore Lenoir,24,DB,1,1,200,5-10,Oregon,10/6/1999,2,,San Francisco 49ers / 5th / 172nd pick / 2021,LenoDe00
24,Jordan Mason,24,RB,1,0,223,5-11,Georgia Tech,5/24/1999,1,,,MasoJo00
23,Christian McCaffrey,27,RB,1,1,205,5-11,Stanford,6/7/1996,6,,Carolina Panthers / 1st / 8th pick / 2017,McCaCh01
3,Ray-Ray McCloud,27,WR,1,0,190,5-9,Clemson,10/15/1996,5,,Buffalo Bills / 6th / 187th pick / 2018,McClRa00
68,Colton McKivitz,27,OL,1,1,306,6-6,West Virginia,8/9/1996,3,,San Francisco 49ers / 5th / 153rd pick / 2020,McKiCo00
25,Elijah Mitchell,25,RB,1,0,200,5-10,Louisiana,5/2/1998,2,,San Francisco 49ers / 6th / 194th pick / 2021,MitcEl00
4,Jake Moody,24,K,1,0,210,,Michigan,11/23/1999,Rook,,San Francisco 49ers / 3rd / 99th pick / 2023,MoodJa00
76,Jaylon Moore,25,OL,1,0,311,6-4,Western Michigan,1/9/1998,2,,San Francisco 49ers / 5th / 155th pick / 2021,MoorJa04
30,George Odum,30,S,1,0,202,6-1,Central Arkansas,11/3/1993,5,,,OdumGe00
26,Isaiah Oliver,27,CB,1,0,210,6-0,Colorado,9/30/1996,5,,Atlanta Falcons / 2nd / 58th pick / 2018,OlivIs00
46,Taybor Pepper,29,LS,1,0,245,6-4,Michigan St.,5/28/1994,6,,,PeppTa00
75,Matt Pryor,29,OL,1,0,332,6-7,TCU,12/16/1994,4,,Philadelphia Eagles / 6th / 206th pick / 2018,PryoMa00
13,Brock Purdy,24,QB,1,1,220,6-1,Iowa St.,12/27/1999,1,,San Francisco 49ers / 7th / 262nd pick / 2022,PurdBr00
19,Deebo Samuel,27,WR,1,1,215,6-0,South Carolina,1/15/1996,4,,San Francisco 49ers / 2nd / 36th pick / 2019,SamuDe00
20,Ambry Thomas,24,CB,1,1,190,6-0,Michigan,9/9/1999,2,,San Francisco 49ers / 3rd / 102nd pick / 2021,ThomAm00
7,Charvarius Ward,27,CB,1,1,195,6-1,Middle Tenn. St.,5/16/1996,5,,,WardCh01
54,Fred Warner,27,LB,1,1,230,6-3,BYU,11/19/1996,5,,San Francisco 49ers / 3rd / 70th pick / 2018,WarnFr00
71,Trent Williams,35,T,1,1,320,6-5,Oklahoma,7/19/1988,13,,Washington Redskins / 1st / 4th pick / 2010,WillTr21
9,Brayden Willis,24,TE,0,0,240,,Oklahoma,11/11/1999,Rook,,San Francisco 49ers / 7th / 247th pick / 2023,WillBr06
53,Dee Winters,23,LB,0,0,230,,TCU,10/17/2000,Rook,,San Francisco 49ers / 6th / 216th pick / 2023,WintDe00
18,Mitch Wishnowsky,31,P,1,0,220,6-2,Utah,3/3/1992,4,,San Francisco 49ers / 4th / 110th pick / 2019,WishMi00
89,Charlie Woerner,26,TE,1,0,241,6-5,Georgia,10/16/1997,3,,San Francisco 49ers / 6th / 190th pick / 2020,WoerCh00
,Samuel Womack,24,CB,1,0,187,5-10,Toledo,7/7/1999,1,,San Francisco 49ers / 5th / 172nd pick / 2022,WomaSa00
63,Nick Zakelj,24,OL,0,0,325,6-5,Fordham,6/22/1999,1,,San Francisco 49ers / 6th / 187th pick / 2022,ZakeNi00
28,Darrell Luter (PUP),23,CB,0,0,186,,Pearl River CCSouth Alabama,4/24/2000,Rook,,San Francisco 49ers / 5th / 155th pick / 2023,LuteDa00
51,Robert Beal (IR),24,DL,0,0,250,,Georgia,8/18/1999,Rook,,San Francisco 49ers / 5th / 173rd pick / 2023,BealRo00
6,Danny Gray (IR),24,WR,0,0,199,6-2,Blinn College (TX)SMU,4/1/1999,1,,San Francisco 49ers / 3rd / 105th pick / 2022,GrayDa02
81,Cameron Latu (IR),23,TE,0,0,244,,Alabama,2/24/2000,Rook,,San Francisco 49ers / 3rd / 101st pick / 2023,LatuCa01
